"EIN","TaxPeriod","DLN","FormType","URL","OrganizationName","SubmittedOn","ObjectId","LastUpdated","TaxYear"
"570699090","201812","93493135072189","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349307218_public.xml","WESTMINSTER PRESBYTERIAN CENTER INC","2019-06-28","201931359349307218","2019-07-23T17:24:36",2018
"264622848","201812","93493126012289","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931269349301228_public.xml","AGAPE COLINAS INC","2019-06-21","201931269349301228","2019-07-23T17:24:36",2018
"232161651","201812","93493129021199","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941299349302119_public.xml","ROAMINGWOOD SEWER AND WATER ASSOCIATION","2019-06-27","201941299349302119","2019-07-23T17:24:36",2018
"260625504","201812","93493130029179","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302917_public.xml","GRAND FORKS PARKS AND RECREATION FOUNDATION","2019-06-28","201921309349302917","2019-07-23T17:24:36",2018
"570314465","201812","93493133030409","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349303040_public.xml","YOUNG MENS CHRISTIAN ASSOCIATION OF ANDERSON SOUTH CAROLINA","2019-06-21","201901339349303040","2019-07-23T17:24:36",2018
"351384859","201812","93493133054259","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349305425_public.xml","YOUNG MENS CHRISTIAN ASSOCIATION OF MONROE COUNTY INC","2019-06-28","201901339349305425","2019-07-23T17:24:36",2018
"390806253","201812","93493168005479","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349300547_public.xml","YOUNG MENS CHRISTIAN ASSOCIATION OF DANE COUNTY INC","2019-07-25","201921689349300547","2019-08-15T15:27:32",2018
"710413650","201812","93493129002249","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941299349300224_public.xml","JAMES FORK REGIONAL WATER DISTRICT","2019-06-20","201941299349300224","2019-07-23T17:24:36",2018
"362167918","201812","93493133026359","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349302635_public.xml","SHEDD AQUARIUM SOCIETY","2019-06-21","201901339349302635","2019-07-23T17:24:36",2018
"383258132","201812","93493133027459","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349302745_public.xml","SILVER MAPLES OF CHELSEA","2019-06-21","201901339349302745","2019-07-23T17:24:36",2018
