"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_05_TRANSAC_TYPE","SR_05_TRANSAC_AMT_INVOLVED","SR_05_TRANSAC_METHOD_DETERMIN","SR_05_TRANSAC_NAME_L1","SR_05_TRANSAC_NAME_L1.1","SR_05_TRANSAC_NAME_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349313707","237067715","APMI INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349313707_public.xml","N,O,P","167904","ALLOCATION","METAL POWDER INDUSTRIES FEDERATION",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030109349301103","061316459","Apostles of the Sacred Heart Clelian Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030109349301103_public.xml","Facil","115732","Cash Payment","Apostles of the Sacred Heart of Jesus Inc",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030109349301103","061316459","Apostles of the Sacred Heart Clelian Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030109349301103_public.xml","Progr","21978","Cash Payment","Apostles of the Sacred Heart of Jesus Inc",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030109349301103","061316459","Apostles of the Sacred Heart Clelian Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030109349301103_public.xml","Insur","20982","Cash Payment","Apostles of the Sacred Heart of Jesus Inc",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","B","59000","FMV","TANNER MEDICAL FOUNDATION INC",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","C","380547","FMV","TANNER MEDICAL FOUNDATION INC",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","E","60201305","GENERAL LEDGER","ALL ENTITIES",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","L",NA,"VALUE UNDETERMINED","ALL ENTITIES",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","M",NA,"VALUE UNDETERMINED","ALL ENTITIES",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","O",NA,"VALUE UNDETERMINED","ALL ENTITIES",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","Q","61686986","FMV","TANNER MEDICAL CENTER GROUP",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000499349300210","590905672","LEAGUE OF WOMEN VOTERS OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000499349300210_public.xml","C","2042","CASH","LEAGUE OF WOMEN VOTERS OF US",NA,NA
