"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_03_BOND_ISSUE_REFERENCE_NUM","SK_03_BOND_BIZUSE_PTR_OWN_X","SK_03_BOND_BIZUSE_LEASEARRANGE_X","SK_03_BOND_BIZUSE_MGMT_KONTR_X","SK_03_BOND_BIZUSE_PCT_BY_OTH","SK_03_BOND_BIZUSE_PRIVATE_SEC_X","SK_03_BOND_BIZUSE_CHANGE_X","SK_03_BOND_BIZUSE_REMEDIAL_ACT_X","SK_03_BOND_BIZUSE_REMEDIATED_X","SK_03_BOND_BIZUSE_COUNS_KONTR_X","SK_03_BOND_BIZUSE_RSRCH_AGREE_X","SK_03_BOND_BIZUSE_COUNS_RSRCH_X","SK_03_BOND_BIZUSE_PCT_UBIZ","SK_03_BOND_BIZUSE_PCT_TOT_L45","SK_03_BOND_BIZUSE_CHANGE_PCT"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161","566058412","THE EDUCATIONAL FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161_public.xml","A","false","false","false","0","false","false","false","true",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","false","false","true","0","false","false","false","false","true","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","B","false","false","true","0","false","false","false","false","true","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","C","false","false","true","0","false","false","false","false","true","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","D","false","false","true","0","false","false","false","false","true","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","false","false","true","0","false","false","false","false","true","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","1","1","0.00000","0","1","1","1","1","0",NA,"0.00000","0.00000","0.00700"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","0","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","1","0.00490","0","0",NA,"1","1","0",NA,"0.00150","0.00640",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","1","0.00860","0","0",NA,"1","1","0",NA,"0.00030","0.00890",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","1","1",NA,"0","0",NA,"1","1","0",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","0","1",NA,"0","0",NA,"1","1","0",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","1","0.00880","0","0",NA,"1","1","0",NA,"0.00140","0.01020",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","1","0.00010","0","0",NA,"1","1","0",NA,"0.00090","0.00100",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","0","1","0.00000","0","0",NA,"1","0","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","0","1","0.00750","0","0",NA,"1","1","0",NA,"0.00220","0.00970",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","0","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","0","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","0","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","0","0","0.00000","0","0",NA,"1",NA,"0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","0","0","0.00000","0","0",NA,"1",NA,"0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","0","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","0","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","1","0.00000","0","0",NA,"1","1","0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030599349300113","850110070","CATHOLIC CHARITIES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030599349300113_public.xml","A","false","true","false",NA,"false","false",NA,"false",NA,"false",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031","310892356","FRIENDSHIP VILLAGE OF COLUMBUS OHIO INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031_public.xml","A","0","0","0","0.00000","0","0",NA,"0",NA,"0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031","310892356","FRIENDSHIP VILLAGE OF COLUMBUS OHIO INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031_public.xml","B","0","0","0","0.00000","0","0",NA,"0",NA,"0",NA,"0.00000","0.00000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301161","541674644","NEW HORIZONS EDUCATIONAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301161_public.xml","A","false","false","false",NA,"false","false",NA,"false",NA,"false",NA,NA,NA,NA
