"EIN","TaxPeriod","DLN","FormType","URL","OrganizationName","SubmittedOn","ObjectId","LastUpdated","TaxYear"
361000540,201812,93493170005289,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931709349300528_public.xml","KATHERINE SHAW BETHEA HOSPITAL","2019-07-26",201931709349300544,"2019-08-15T15:27:32",2018
593051173,201812,93493210004069,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912109349300406_public.xml","CALHOUN LIBERTY HOSPITAL ASSOC INC","2019-09-27",201912109349300416,"2019-10-10T17:38:09",2018
390872080,201812,93493280014519,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912809349301451_public.xml","SAUK PRAIRIE HEALTHCARE INC","2019-12-16",201912809349301440,"2020-04-07T15:44:01",2018
610601267,201812,93493308000229,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923089349300022_public.xml","MARSHALL COUNTY HOSPITAL DISTRICT","2019-12-13",201923089349300032,"2020-04-07T15:44:01",2018
311657206,201812,93493308001279,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923089349300127_public.xml","MADISON COUNTY COMMUNITY HOSPITAL","2019-12-13",201923089349300128,"2020-04-07T15:44:01",2018
540505913,201812,93493276011569,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912769349301156_public.xml","BATH COMMUNITY HOSPITAL","2019-12-13",201912769349301152,"2020-04-07T15:44:01",2018
860098923,201812,93493218013309,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902189349301330_public.xml","YAVAPAI COMMUNITY HOSPITAL ASSOCIATION","2019-10-03",201902189349301344,"2019-10-10T17:38:09",2018
460232450,201812,93493311013709,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349301370_public.xml","FREEMAN REGIONAL HEALTH SERVICES","2019-12-13",201903119349301376,"2020-04-07T15:44:01",2018
271757642,201812,93493310012229,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923109349301222_public.xml","KEMPER CAH INC","2019-12-13",201923109349301216,"2020-04-07T15:44:01",2018
141364536,201812,93493311018909,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349301890_public.xml","ORANGE REGIONAL MEDICAL CENTER","2019-12-13",201903119349301888,"2020-04-07T15:44:01",2018
10211551,201812,93493311022679,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923119349302267_public.xml","ST MARYS REGIONAL MEDICAL CENTER","2019-12-13",201923119349302272,"2020-04-07T15:44:01",2018
860171900,201812,93493311006129,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923119349300612_public.xml","WHITE MOUNTAIN COMMUNITIES HOSPITAL INC","2019-12-13",201923119349300608,"2020-04-07T15:44:01",2018
260792328,201812,93493310010479,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923109349301047_public.xml","SCOTT REGIONAL MEDICAL CENTER INC","2019-12-13",201923109349301056,"2020-04-07T15:44:01",2018
440579850,201812,93493311018509,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349301850_public.xml","SSM REGIONAL HEALTH SERVICES","2019-12-13",201903119349301856,"2020-04-07T15:44:01",2018
942854057,201812,93493315018289,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933159349301828_public.xml","IHC HEALTH SERVICES INC","2019-12-26",201933159349301824,"2020-04-07T15:44:01",2018
351088640,201812,93493302017199,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943029349301719_public.xml","COMMUNITY HOSPITAL SOUTH INC","2019-12-13",201943029349301728,"2020-04-07T15:44:01",2018
146049030,201812,93493311018929,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923119349301892_public.xml","CATSKILL REGIONAL MEDICAL CENTER","2019-12-13",201923119349301888,"2020-04-07T15:44:01",2018
160756336,201812,93493305016989,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933059349301698_public.xml","MERCY HOSPITAL OF BUFFALO","2019-12-13",201933059349301696,"2020-04-07T15:44:01",2018
660571457,201812,93493311031609,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349303160_public.xml","HOSPITAL COMUNITARIO BUEN SAMARITANO INC","2019-12-13",201903119349303168,"2020-04-07T15:44:01",2018
452964467,201812,93493308018889,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933089349301888_public.xml","BON SECOURS CHARITY HEALTH SYSTEM AFFILIATED GROUP","2019-12-13",201933089349301888,"2020-04-07T15:44:01",2018
420843389,201812,93493308007579,990,"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923089349300757_public.xml","IDA COUNTY IOWA COMMUNITY HOSPITAL INC","2019-12-13",201923089349300768,"2020-04-07T15:44:01",2018
