"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_08_REV_PROG_DESC","F9_08_REV_PROG_BIZCODE","F9_08_REV_PROG_TOT","F9_08_REV_PROG_RLTD","F9_08_REV_PROG_EXCL","F9_08_REV_PROG_UBIZ"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913079349300206","271108318","Flame Fastpitch Club","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913079349300206_public.xml","Player Fees","713990","221745","221745",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913079349300206","271108318","Flame Fastpitch Club","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913079349300206_public.xml","Training","713990","3510","3510",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506","411273335","GRACEVILLE RURAL RENTAL HOUSINGINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506_public.xml","RENTAL INCOME","532000","180189","180189",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506","411273335","GRACEVILLE RURAL RENTAL HOUSINGINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506_public.xml","LAUNDRY INCOME","532000","3632","3632",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914","742044170","FRASER CREATIVE LEARNING CENTER AND","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914_public.xml","PROGRAM SERVICE REVENUE",NA,"109121","109121",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313","226082849","COMMUNICATION WORKERS OF AMERICA","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313_public.xml","PROGRAM SERVICE REVENUE",NA,"440837","440837",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115","351760451","Indiana Youth Group Inc","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115_public.xml","Diversity training fees","624100","3092","3092",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489","454558030","CLAIR SENTIAN FOUNDATION INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489_public.xml","CLIENT SERVICES","611600","6306","6306",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422809349300142","571154204","Resourcing Christian Education International","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422809349300142_public.xml","Service Revenue","561000","4400","4400",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021789349301502","391884257","VISION SOCCER ACADEMY OF WAUKEE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021789349301502_public.xml","SOCCER PROGRAM SERVICE","713940","1264993","1264993",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113","233065167","CLARKE PENNSYLVANIA INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113_public.xml","SCHOOL PROGRAMS","611710","944932","944932",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113","233065167","CLARKE PENNSYLVANIA INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113_public.xml","MAINSTREAM PROGRAM","611710","300586","300586",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113","233065167","CLARKE PENNSYLVANIA INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113_public.xml","EARLY INTERVENTION PROGRAM","611710","184444","184444",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901929349300410","450394445","MINOT ASSOCIATION OF BUILDERS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901929349300410_public.xml","NEWSLETTER","611710","11839","11839",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718","870337442","UTAH TRIAL LAWYERS ASSOCIATION INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718_public.xml","MEMBERSHIP DUES & ASSESSMENTS",NA,"196461","196461",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718","870337442","UTAH TRIAL LAWYERS ASSOCIATION INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718_public.xml","CLE INCOME",NA,"96998","96998",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718","870337442","UTAH TRIAL LAWYERS ASSOCIATION INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718_public.xml","SPECIAL EVENTS",NA,"75640","75640",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718","870337442","UTAH TRIAL LAWYERS ASSOCIATION INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718_public.xml","SPECIAL PROJECT",NA,"22632","22632",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718","870337442","UTAH TRIAL LAWYERS ASSOCIATION INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718_public.xml","AAJ GRANT INCOME",NA,"14160","14160",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723199349301592","223183508","FERNCLIF HOUSING DEVELOPMENT FUND","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723199349301592_public.xml","HUD TENANT ASSISTANC","531110","106643","106643",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723199349301592","223183508","FERNCLIF HOUSING DEVELOPMENT FUND","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723199349301592_public.xml","RENT REVENUE","531110","59820","59820",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723199349301592","223183508","FERNCLIF HOUSING DEVELOPMENT FUND","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723199349301592_public.xml","LAUNDRY AND VENDING","532000","2779","2779",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841359349304874","850232147","HOY RECOVERY PROGRAM INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841359349304874_public.xml","Service Fees","623000","2358503","2358503",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603269349300860","752047906","NATIONAL COUNCIL FOR THERAPEUTIC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603269349300860_public.xml","Testing Fees",NA,"1802479","1802479",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882","263430115","ST CLARAS MANOR INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882_public.xml","Fees & Contracts Gov Agencies","623000","3321012","3321012",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882","263430115","ST CLARAS MANOR INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882_public.xml","NURSING HOME OPERATIONS","623000","1871254","1871254",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902829349301170","263335767","HECH SOUTH HARWICH INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902829349301170_public.xml","RENTS",NA,"90472","90472",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902829349301170","263335767","HECH SOUTH HARWICH INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902829349301170_public.xml","LAUNDRY INCOME",NA,"3421","3421",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349302122","363892309","International Brain Injury Association","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349302122_public.xml","Membership Dues","541900","34925","34925",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349302122","363892309","International Brain Injury Association","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349302122_public.xml","World Congress","541900","625573","625573",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349302122","363892309","International Brain Injury Association","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349302122_public.xml","Wrld Cngrss Sponsorship","541900","182060","182060",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201442799349300449","141593408","WAPPINGERS FEDERATION OF TRANSIT","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201442799349300449_public.xml","DISTRICT DUES",NA,"231495","231495",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201442799349300449","141593408","WAPPINGERS FEDERATION OF TRANSIT","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201442799349300449_public.xml","BACK DUES",NA,"132","132",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943529349301009","471006252","CHARLOTTE LAB SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943529349301009_public.xml","FOOD SERVICES",NA,"57444","57444",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943529349301009","471006252","CHARLOTTE LAB SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943529349301009_public.xml","AFTER SCHOOL SERVICES",NA,"183","183",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841359349312419","431767432","MERCY HOSPITAL LEBANON","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841359349312419_public.xml","NET PATIENT SERVICE REVENUE","622110","104951692","104951692",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841359349312419","431767432","MERCY HOSPITAL LEBANON","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201841359349312419_public.xml","OTHER OPERATING REVENUE","900099","831196","831196",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344","134037507","MONTFORT ACADEMY","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344_public.xml","TUITIONNET OF SCHOLAR","611600","1109903","1109903",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344","134037507","MONTFORT ACADEMY","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344_public.xml","STUDENT ACTIVITY FEES","611710","273801","273801",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344","134037507","MONTFORT ACADEMY","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344_public.xml","OTHER FEES","611710","11088","11088",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344","134037507","MONTFORT ACADEMY","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941489349300344_public.xml","NYS MANDATED CLAIMS","611710","207320","207320",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005","270643804","CALVERT CANNONS SELECT LACROSSE INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005_public.xml","TOURNAMENT INCOME",NA,"153935","153935",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005","270643804","CALVERT CANNONS SELECT LACROSSE INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005_public.xml","FUNDRAISING INCOME",NA,"23723","23723",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005","270643804","CALVERT CANNONS SELECT LACROSSE INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005_public.xml","CAMPS/CLINIC INCOME",NA,"19080","19080",NA,NA
