"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SO_00_FORM_LINE_REFERENCE","SO_00_EXPLANATION_TEXT"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100","411744184","CATHOLIC COMMUNITY FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100_public.xml","FORM 990, PART VI, SECTION A, LINE 1","THE EXECUTIVE COMMITTEE INCLUDES THE VICE CHAIRPERSON OF THE BOARD OF DIRECTORS AND ONE OR MORE OTHER DIRECTORS WITH VOTING RIGHTS APPOINTED BY THE BOARD OF DIRECTORS. EXCEPT AS OTHERWISE LIMITED BY THE BOARD OF DIRECTORS FROM TIME TO TIME, THE EXECUTIVE COMMITTEE SHALL HAVE ALL THE POWERS AND AUTHORITY OF THE BOARD OF DIRECTORS OF THIS FOUNDATION DURING THE INTERVALS BETWEEN MEETINGS OF THE BOARD OF DIRECTORS, SUBJECT ALWAYS TO THE DIRECTION AND CONTROL OF THE BOARD OF DIRECTORS."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100","411744184","CATHOLIC COMMUNITY FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100_public.xml","FORM 990, PART VI, SECTION B, LINE 11B","THE FORM 990 WAS PREPARED BY AN INDEPENDENT ACCOUNTING FIRM AND REVIEWED BY STAFF AND THE FINANCE COMMITTEE. AFTER REVIEW, THE FINANCE COMMITTEE RECOMMENDED THE FORM 990 FOR APPROVAL TO THE FULL BOARD OF DIRECTORS. THE BOARD OF DIRECTORS APPROVED THE FORM 990 PRIOR TO FILING WITH THE IRS."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100","411744184","CATHOLIC COMMUNITY FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100_public.xml","FORM 990, PART VI, SECTION B, LINE 12C","EACH INDIVIDUAL COVERED BY THE ORGANIZATION'S CONFLICT OF INTEREST POLICY IS REQUIRED TO COMPLETE AN ANNUAL DISCLOSURE FORM IDENTIFYING RELATIONSHIPS, POSITIONS OR CIRCUMSTANCES THEY ARE INVOLVED IN THAT MIGHT GIVE RISE TO A CONFLICT OF INTEREST. THE POLICY IS REVIEWED BY THE BOARD OF DIRECTORS ONCE EVERY THREE YEARS OR MORE FREQUENTLY IF NEEDED. ANY CHANGES IN THE POLICY WILL BE COMMUNICATED IMMEDIATELY TO ALL RESPONSIBLE PEOPLE. IF AN INDIVIDUAL HAS A POTENTIAL CONFLICT, THE RELATIONSHIP AND MATERIAL FACTS ARE DISCLOSED TO THE BOARD OR COMMITTEE FOR DETERMINATION. CONFLICTED INDIVIDUALS MAY NOT PARTICIPATE IN ANY DISCUSSION OR VOTE ON THE TRANSACTION AND ARE NOT COUNTED FOR DETERMINING THE PRESENCE OF A QUORUM. ALL PROCEEDINGS RELATED TO CONFLICTS OF INTEREST ARE NOTED IN THE MEETING MINUTES. COVERED INDIVIDUALS THAT ARE NOT MEMBERS OF THE BOARD OF DIRECTORS OR A COMMITTEE THEREOF WHO HAVE A POTENTIAL CONFLICT OF INTEREST WITH RESPECT TO A CONTRACT OR TRANSACTION ARE REQUIRED TO DISCLOSE THE CONFLICT TO THE BOARD CHAIR OR THE CHAIR'S DESIGNEE WHO WILL DETERMINE IF A CONFLICT EXISTS. THE CONFLICTED INDIVIDUAL IS REQUIRED TO REFRAIN FROM ANY ACTION THAT MAY AFFECT THE ORGANIZATION'S PARTICIPATION IN THE CONTRACT OR TRANSACTION."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100","411744184","CATHOLIC COMMUNITY FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100_public.xml","FORM 990, PART VI, SECTION B, LINE 15","FOR THE PRESIDENT OF THE ORGANIZATION, THE EXECUTIVE COMMITTEE DETERMINES COMPENSATION UTILIZING COMPARABILITY DATA. THIS PROCESS IS UNDERTAKEN ANNUALLY. THIS PROCESS WAS LAST UNDERTAKEN DURING FISCAL YEAR 2019 FOR THE CURRENT PRESIDENT, ANNE CULLEN MILLER. FOR OTHER OFFICERS, THE PRESIDENT OF CATHOLIC COMMUNITY FOUNDATION REVIEWS COMPARABILITY DATA WHEN DETERMINING COMPENSATION LEVELS. THE PRESIDENT THEN REPORTS THE RESULTS OF THIS PROCESS TO THE BOARD OF DIRECTORS. ALL OF THE SALARY AND BENEFIT LEVELS ARE APPROVED WITHIN THE BUDGETARY PROCESS WITH THE BUDGET BEING APPROVED BY THE BOARD OF DIRECTORS. THIS PROCESS WAS LAST UNDERTAKEN DURING FISCAL YEAR 2019 FOR STAFF AS A PART OF THE BUDGETARY PROCESS."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100","411744184","CATHOLIC COMMUNITY FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100_public.xml","FORM 990, PART VI, SECTION C, LINE 19","THE FOUNDATION'S GOVERNING DOCUMENTS AND CONFLICT OF INTEREST POLICY ARE AVAILABLE UPON REQUEST. THE FINANCIAL STATEMENTS ARE AVAILABLE ON THE FOUNDATION'S WEBSITE."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100","411744184","CATHOLIC COMMUNITY FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903589349300100_public.xml","FORM 990, PART XI, LINE 9:","LOSS IN VALUE OF SPLIT-INTEREST AGREEMENTS -105,128. NET INVESTMENT INCOME FROM AGENCY AND BENEFICIAL ENDOWMENTS -9,706,768. EXCESS CONTRIBUTIONS OVER GRANTS, BENEFICIAL ENDOWMENTS HELD FOR OTHERS -3,935,096."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349313648","473301431","Empower Youth","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349313648_public.xml","Form 990 governing body review Part VI line 11","The director reviews and signs the 990"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349313648","473301431","Empower Youth","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349313648_public.xml","Governing documents etc available to public Part VI line 19","The public can contact the office and view the documents"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301409","370903260","Fraternal Order of Eagles # 3329","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301409_public.xml","Form 990, Part VI, Section A, line 7a","Members elect the Board of Directors on an annual basis."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301409","370903260","Fraternal Order of Eagles # 3329","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301409_public.xml","Form 990, Part VI, Section B, line 11b","The Form 990 is made available upon request from the members."
