"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_06_UNRLTD_ORG_PTR_EIN","SR_06_UNRLTD_ORG_PTR_PRIMARY_ACT","SR_06_UNRLTD_ORG_PTR_DMCL_STATE","SR_06_UNRLTD_ORG_PTR_PREDMNT","SR_06_UNRLTD_ORG_PTR_501C3_X","SR_06_UNRLTD_ORG_PTR_ALLOC_X","SR_06_UNRLTD_ORG_PTR_GENERAL_X","SR_06_UNRLTD_ORG_PTR_PCT_OWN","SR_06_UNRLTD_ORG_PTR_NAME_L1","SR_06_UNRLTD_ORG_PTR_ADDR_L1","SR_06_UNRLTD_ORG_PTR_ADDR_CITY","SR_06_UNRLTD_ORG_PTR_ADDR_STATE","SR_06_UNRLTD_ORG_PTR_ADDR_ZIP","SR_06_UNRLTD_ORG_PTR_TOT_INCOME","SR_06_UNRLTD_ORG_PTR_EOY_ASSETS","SR_06_UNRLTD_ORG_PTR_CODE_V_AMT"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349307470","362439458","COIN LAUNDRY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349307470_public.xml","200895473","SPONSORING, FINANCING AND MANAGING A BIENNIAL EDUCATIONAL TRADE SHOW","GA","RELATED","0","0","0","0.24000","WORLD EDUCATIONAL CONGRESS FOR LAUNDERING AND DRYCLEANING LLC","3098 PIEDMONT RD NE SUITE 350","ATLANTA","GA","30305",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","460857425","ENDOSCOPY","NY","RELATED","false","false","false","0.30000","ENDOSCOPY CENTER OF NEW YORK","201 EAST 93RD ST","NEW YORK","NY","10128","4111541","375489","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","271185812","ENDOSCOPY","NY","RELATED","false","false","false","0.11648","WEST SIDE GI llC","619 WEST 54TH STREET 8TH FL","NEW YORK","NY","10019","1363256","383330","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","263006590","ENDOSCOPY","NY","RELATED","false","false","false","0.16943","EAST SIDE ENDOSCOPY LLC","C/O PHYSICIANS ENDO2500 YORK RD ST","JAMISON","PA","18929","1309754","581464","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","270385539","ENDOSCOPY","NY","RELATED","false","false","false","0.07010","CARNEGIE HILL ENDOSCOPY LLC","C/O PHYSICIANS ENDO2500 YORK RD ST","JAMISON","PA","18929","833374","230875","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","261319443","ENDOSCOPY","NY","RELATED","false","false","false","0.05121","DDD & TC LLC","214 AVE P","BROOKLYN","NY","11204","475785","114550","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","383989643","ENDOSCOPY","NY","RELATED","false","false","false","0.20000","NORTHERN WESTCHESTER FAC PROJ","108 village square","SOMERS","NY","10589","-180032","19956","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","464588779","ENDOSCOPY","NY","RELATED","false","false","false","0.10000","LIBERTY ENDOSCOPY CENTER LLC","535 FIFTH AVE","NEW YORK","NY","10017","537191","83159","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501","133838460","MOUNT SINAI AMBULATORY VENTURES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913129349300501_public.xml","271778024","ENDOSCOPY","NY","RELATED","false","false","false","0.39639","ROOSEVELT SURGERY CENTER LLC","619 W 54TH STREET","NEW YORK","NY","10019","577085","877712","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921449349300727","626034536","CO TR UA ELEANOR C MEEHAN 189-5003430","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921449349300727_public.xml","383565016","POOLED INVESTMENT FUND","MI",NA,NA,NA,NA,NA,"MAJESTY II-QP LP","21 KERCHEVAL STE 265","GROSSE POINTE FARMS","MI","48236",NA,NA,NA
