"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SD_07_INVEST_SEC_OTH_DESC","SD_07_INVEST_SEC_DERIVATIVE_BV","SD_07_INVEST_SEC_DERIVATIVE_MOV","SD_07_INVEST_SEC_DERIVATIVE_BV.1","SD_07_INVEST_SEC_DERIVATIVE_MOV.1","SD_07_INVEST_SEC_DERIVATIVE_BV.2","SD_07_INVEST_SEC_DERIVATIVE_MOV.2","ArtPublicExhibitionAmountsGrp","HeldWorksArtGrp","PrmnntEndowmentBalanceEOYPct","EndowmentsHeldUnrelatedOrgInd","EndowmentsHeldRelatedOrgInd","LandGrp","BuildingsGrp","LeaseholdImprovementsGrp","EquipmentGrp","OtherLandBuildingsGrp","FinancialDerivativesGrp","CloselyHeldEquityInterestsGrp","TotalBookValueSecuritiesAmt","FederalIncomeTaxLiabilityAmt","TotalLiabilityAmt","FootnoteTextInd","CollectionUsedPubExhibitionInd","SolicitedAssetsSaleInd","CYMinus3YrEndwmtFundGrp","CYMinus4YrEndwmtFundGrp","TermEndowmentBalanceEOYPct","TotalBookValueLandBuildingsAmt","AgentTrusteeEtcInd","InclEscrowCustodialAcctLiabInd","BoardDesignatedBalanceEOYPct","TotalRevEtcAuditedFinclStmtAmt","NetUnrealizedGainsInvstAmt","OtherRevenueAmt","RevenueNotReportedAmt","RevenueSubtotalAmt","OtherRevenuesNotIncludedAmt","RevenueNotReportedFinclStmtAmt","TotalRevenuePerForm990Amt","TotExpnsEtcAuditedFinclStmtAmt","ExpensesSubtotalAmt","InvestmentExpensesNotIncld2Amt","ExpensesNotRptFinclStmtAmt","TotalExpensesPerForm990Amt","InvestmentExpensesNotIncldAmt","DonatedServicesAndUseFcltsAmt","DonatedServicesUseFcltsAmt","OtherExpensesIncludedAmt","ExpensesNotReportedAmt"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349300006","205946028","KNOX COUNTY PUBLIC LIBRARY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349300006_public.xml","VANGUARD INTERMEDIATE","23201","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349300006","205946028","KNOX COUNTY PUBLIC LIBRARY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349300006_public.xml","VANGUARD TOTAL STOCK","45947","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911489349300361","462981774","IMPROVE YOUR TOMORROW INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911489349300361_public.xml","Financial derivatives and other financial products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911489349300361","462981774","IMPROVE YOUR TOMORROW INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911489349300361_public.xml","Closely-held equity interests",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903139349300715","050470205","OASIS INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903139349300715_public.xml","Financial derivatives and other financial products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903139349300715","050470205","OASIS INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903139349300715_public.xml","Closely-held equity interests",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301312","362167004","CHICAGO HISTORICAL SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301312_public.xml","Private equity limited partnerships","0","F","0","F","5514591","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301312","362167004","CHICAGO HISTORICAL SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301312_public.xml","Hedge funds","0","F","0","F","12144848","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301312","362167004","CHICAGO HISTORICAL SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020459349301312_public.xml","Real Estate (REIT)","0","F","0","F","3455059","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","MULTI-STRATEGY HEDGE FUNDS","187751000","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
