"EIN","TaxPeriod","DLN","FormType","URL","OrganizationName","SubmittedOn","ObjectId","LastUpdated","TaxYear"
576025899,201812,93493135033019,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911359349303301_public.xml","SOUTH CAROLINA PROPANE GAS ASSOCIAT","2019-06-21",201911359349303296,"2019-07-23T17:24:36",2018
360862203,201812,93493133026309,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349302630_public.xml","CHICAGO FIREFIGHTERS CREDIT UNION","2019-06-21",201901339349302624,"2019-07-23T17:24:36",2018
42444195,201812,93493135038559,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901359349303855_public.xml","SCHOLARSHIP FOUNDATION OF WAKEFIELD INC","2019-06-28",201901359349303840,"2019-07-23T17:24:36",2018
561966466,201812,93493135069989,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349306998_public.xml","CORPORATE CHAPLAINS OF AMERICA INC","2019-06-28",201931359349307008,"2019-07-23T17:24:36",2018
261855362,201812,93493133035459,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349303545_public.xml","CROSSWAY TOWER INC","2019-07-05",201901339349303552,"2019-07-23T17:24:36",2018
570827131,201812,93493130039479,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349303947_public.xml","SOUTH STRAND HELPING HAND INC","2019-07-05",201921309349303936,"2019-07-23T17:24:36",2018
113039736,201812,93493134095619,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349309561_public.xml","ACHENU INC","2019-07-12",201911349349309568,"2019-08-15T15:27:32",2018
277039257,201812,93493133034639,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349303463_public.xml","UPSTATE NEW YORK CONSTRUCTION INDUSTRY RESEARCH AND SERVICE TR FUND","2019-07-19",201931339349303456,"2019-08-15T15:27:32",2018
480805852,201812,93493134013219,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349301321_public.xml","KANSAS CABLE TELECOMMUNICATIONS ASSOCIATION","2019-07-19",201911349349301312,"2019-08-15T15:27:32",2018
364317490,201812,93493134070069,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349307006_public.xml","ASSOCIATION OF LICENSED ARCHITECTS","2019-07-19",201911349349307008,"2019-08-15T15:27:32",2018
951117083,201812,93493131004029,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921319349300402_public.xml","PRIORITY ONE CREDIT UNION","2019-07-19",201921319349300416,"2019-08-15T15:27:32",2018
271462229,201812,93493135045759,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901359349304575_public.xml","INVERSANT INC","2019-07-12",201901359349304576,"2019-08-15T15:27:32",2018
943426924,201812,93493134015179,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349301517_public.xml","DELTA MENS ASSOCIATION INC","2019-06-28",201921349349301504,"2019-07-23T17:24:36",2018
810331594,201812,93493134072419,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349307241_public.xml","MONTANA OPTOMETRIC ASSOCIATION","2019-07-19",201911349349307232,"2019-08-15T15:27:32",2018
352048036,201812,93492133030109,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349203010_public.xml","JASPER TENNIS PATRONS ORG INC CO SCOTT YARBROUGH","2019-07-12",201901339349203008,"2019-07-23T17:24:36",2018
954640368,201812,93493135018189,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349301818_public.xml","CALIFORNIA POWER EXCHANGE CORPORATION","2019-06-28",201931359349301824,"2019-07-23T17:24:36",2018
462563673,201812,93492133009909,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349200990_public.xml","CROSSROADS ADAPTIVE ATHLETIC ALLIANCE","2019-06-28",201901339349200992,"2019-07-23T17:24:36",2018
473396876,201812,93493135029469,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911359349302946_public.xml","KURT B SEYDOW DYSTONIA FOUNDATION","2019-06-21",201911359349302944,"2019-07-23T17:24:36",2018
832328780,201812,93492134038469,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349203846_public.xml","WTR FOR LIFE INC","2019-07-19",201911349349203840,"2019-08-15T15:27:32",2018
351787258,201812,93493134073779,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349307377_public.xml","FORT WAYNE-ALLEN COUNTY ECONOMIC DEVELOPMENT ALLIANCE INC","2019-07-12",201921349349307392,"2019-08-15T15:27:32",2018
541550009,201812,93493135091649,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941359349309164_public.xml","SMITH MOUNTAIN LAKE MARINE VOL FIRE CO INC","2019-07-12",201941359349309152,"2019-08-15T15:27:32",2018
940837475,201812,93493087006119,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910879349300611_public.xml","SAN JOAQUIN POWER EMPLOYEES CREDIT UNION","2019-06-27",201910879349300608,"2019-07-23T17:24:36",2018
462165454,201812,93492133010659,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349201065_public.xml","HONORING CHOICES MASSACHUSETTS INC","2019-06-28",201901339349201056,"2019-07-23T17:24:36",2018
344311980,201812,93493135121499,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941359349312149_public.xml","NATIONAL ICE CREAM RETAILERS ASSOCATION INC","2019-07-19",201941359349312160,"2019-08-15T15:27:32",2018
930333988,201812,93493133064489,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349306448_public.xml","HOOD RIVER ELECTRIC COOPERATIVE","2019-07-19",201931339349306432,"2019-08-15T15:27:32",2018
596135518,201812,93493134036669,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349303666_public.xml","NORTHEAST FLORIDA BUILDERS ASSOCIATION INC","2019-07-19",201911349349303680,"2019-08-15T15:27:32",2018
310842279,201812,93493129020499,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941299349302049_public.xml","GENESIS EMPLOYEES CREDIT UNION INC","2019-06-27",201941299349302048,"2019-07-23T17:24:36",2018
456012549,201812,93493116004179,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921169349300417_public.xml","ELM RIVER CREDIT UNION","2019-06-27",201921169349300416,"2019-07-23T17:24:36",2018
410216120,201812,93493123004439,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931239349300443_public.xml","DEER RIVER COOPERATIVE CREDIT UNION","2019-06-27",201931239349300448,"2019-07-23T17:24:36",2018
205822618,201812,93493123004139,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931239349300413_public.xml","LOSS PREVENTION FOUNDATION","2019-06-27",201931239349300416,"2019-07-23T17:24:36",2018
136174675,201812,93493121003049,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941219349300304_public.xml","OPERATING ENGINEERS UNION LOCAL 30 30A 30B AND 30C MUNICIPAL WELFARE TRUST FUND","2019-06-27",201941219349300288,"2019-07-23T17:24:36",2018
420747751,201812,93493123006389,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931239349300638_public.xml","ASCENTRA CREDIT UNION","2019-06-27",201931239349300640,"2019-07-23T17:24:36",2018
472816016,201812,93492134060279,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349206027_public.xml","PRINCIPLES OF SUCCESS MOTIVATIONAL PROGRAMS","2019-07-19",201921349349206016,"2019-08-15T15:27:32",2018
361646750,201812,93493134065229,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349306522_public.xml","PRINCETON GAME AND FISH CLUB INC","2019-06-28",201921349349306528,"2019-07-23T17:24:36",2018
454044997,201812,93493135012219,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911359349301221_public.xml","PROTECT OUR DEFENDERS FOUNDATION","2019-06-15",201911359349301216,"2019-07-23T17:24:36",2018
593403555,201812,93493134042619,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349304261_public.xml","FLORIDA RELIABILITY COORDINATING COUNCIL INC","2019-07-19",201911349349304256,"2019-08-15T15:27:32",2018
811670867,201812,93492134003169,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349200316_public.xml","GROW INTO YOU FOUNDATION INC","2019-07-19",201911349349200320,"2019-08-15T15:27:32",2018
821365022,201812,93492120009599,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941209349200959_public.xml","BALTIC AMERICAN CHAMBER OF COMMERCE","2019-06-21",201941209349200960,"2019-07-23T17:24:36",2018
454840326,201812,93492133008459,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349200845_public.xml","NEW YORK CROSSBOW COALITION INC","2019-07-01",201901339349200832,"2019-07-23T17:24:36",2018
350868093,201812,93493133040809,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349304080_public.xml","GIBAULT INC","2019-07-11",201901339349304064,"2019-07-23T17:24:36",2018
742504163,201812,93493133033089,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349303308_public.xml","IMPACT WATER INC","2019-07-12",201931339349303296,"2019-08-15T15:27:32",2018
392038506,201812,93493150008789,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931509349300878_public.xml","TURNERS POINT OUTREACH CENTER INC","2019-06-21",201931509349300864,"2019-07-23T17:24:36",2018
43071218,201812,93493148007009,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901489349300700_public.xml","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS","2019-06-21",201901489349300704,"2019-07-23T17:24:36",2018
610398870,201812,93493148010059,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901489349301005_public.xml","KENTUCKY PRESS ASSOCIATION","2019-06-21",201901489349300992,"2019-07-23T17:24:36",2018
462644884,201812,93492133007959,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349200795_public.xml","GATEWAY GLOBAL ALLIANCE INC","2019-07-12",201901339349200800,"2019-07-23T17:24:36",2018
471135591,201812,93492135061439,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349206143_public.xml","NETWORK OF HOPE INC","2019-07-12",201931359349206144,"2019-07-23T17:24:36",2018
208982966,201812,93493150006389,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931509349300638_public.xml","W20 FOUNDATION","2019-06-21",201931509349300640,"2019-07-23T17:24:36",2018
954795663,201812,93492133043689,"990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349204368_public.xml","LIVING HOPE CLINICAL FOUNDATION INC DBA LIVING HOPE CLINICAL TRIALS","2019-07-19",201931339349204352,"2019-08-15T15:27:32",2018
813649673,201812,93493133040389,"990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349304038_public.xml","SONOMA CONSERVATORY OF DANCE","2019-07-19",201931339349304032,"2019-08-15T15:27:32",2018
